rating,net_payable,work_hours,leave_days,risk_score,promotion_recommendations,predicted_growth_years,mood_index
3,24084,505,4,0.5,0,1,0.47
1,34150,483,3,0.45,1,4,0.66
4,23932,482,2,0.32,0,2,0.66
4,47290,502,4,0.48,0,5,0.71
2,27907,488,3,0.44,0,1,0.49
4,43210,488,2,0.32,1,4,1.0
4,29272,491,3,0.71,1,2,0.88
2,74723,506,2,0.55,0,3,0.47
5,26012,503,2,0.36,0,4,0.92
3,36462,481,3,0.3,0,1,0.61
5,68605,492,4,0.7,0,5,0.76
5,61235,502,3,0.49,0,5,0.96
3,72588,487,3,0.33,0,2,0.71
2,59573,491,3,0.72,1,2,0.59
4,52296,503,2,0.36,0,1,0.71
5,60422,501,3,0.66,0,3,0.98
1,79382,504,4,0.39,1,3,0.63
4,43530,505,4,0.37,1,1,0.83
2,72401,502,3,0.51,1,2,0.69
5,59462,503,3,0.57,1,4,1.0
1,74815,510,2,0.34,1,3,0.68
1,59315,485,3,0.28,0,1,0.58
3,44360,499,2,0.63,0,4,0.7
5,61948,486,2,0.66,0,2,0.91
5,65666,493,2,0.68,0,5,0.89
3,43596,496,4,0.54,0,1,0.48
3,25088,504,2,0.66,1,2,0.58
3,78429,504,4,0.29,1,5,1.0
1,40064,488,4,0.76,1,3,0.48
1,22012,490,4,0.26,1,3,0.47
4,37300,507,3,0.38,1,1,0.84
4,32160,481,3,0.67,1,3,0.95
3,40934,492,2,0.39,0,5,0.82
1,35206,502,3,0.38,1,3,0.57
1,30849,510,2,0.68,1,5,0.64
1,51773,490,3,0.5,0,2,0.49
2,34495,484,4,0.36,1,2,0.58
2,35445,492,2,0.57,0,2,0.47
1,70424,493,4,0.7,0,2,0.5
1,23759,506,2,0.38,0,5,0.49
4,50163,488,4,0.44,1,3,0.97
1,72661,494,4,0.69,0,3,0.43
3,42153,502,2,0.73,0,5,0.72
3,63122,481,2,0.36,0,1,0.76
1,55686,503,3,0.71,0,1,0.5
2,68130,486,4,0.67,0,1,0.53
3,44149,504,4,0.61,0,4,0.66
4,63997,504,4,0.64,0,5,0.86
4,75706,506,2,0.35,0,2,0.94
2,59118,498,4,0.54,1,4,0.67
5,63931,489,3,0.41,0,4,0.95
1,28065,480,4,0.56,1,1,0.5
1,64539,490,2,0.57,1,3,0.73
5,44910,491,3,0.72,1,1,0.9
1,26231,493,3,0.56,0,3,0.31
1,45271,505,4,0.42,1,1,0.66
5,66617,483,3,0.37,0,1,0.99
3,68952,507,3,0.68,1,2,0.75
5,41563,491,3,0.71,0,5,0.81
4,49424,503,3,0.48,1,5,1.0
3,53981,500,3,0.5,0,5,0.72
2,34941,488,2,0.6,0,4,0.54
1,65146,490,4,0.3,0,1,0.53
1,62415,494,3,0.26,1,5,0.77
3,78565,482,4,0.32,0,4,0.89
2,46557,480,2,0.47,1,4,0.88
1,69383,490,4,0.62,1,1,0.77
5,20179,509,4,0.66,1,2,0.92
4,51801,485,4,0.65,1,2,0.89
5,30352,500,2,0.76,0,1,0.66
1,66207,485,2,0.34,1,2,0.82
1,68180,488,3,0.61,0,4,0.47
1,49399,507,4,0.79,0,5,0.37
2,56840,483,2,0.43,0,4,0.68
5,63607,488,3,0.72,1,5,0.99
4,59628,483,3,0.29,1,1,0.95
1,33428,492,4,0.46,1,3,0.41
4,24043,483,4,0.65,1,4,0.87
1,57661,510,3,0.64,0,4,0.36
4,29450,504,3,0.53,0,5,0.72
2,36550,499,3,0.55,0,1,0.53
4,76001,480,4,0.62,0,4,0.97
5,43107,484,3,0.54,1,2,1.0
2,38732,506,3,0.73,0,1,0.4
4,31133,498,3,0.56,1,2,0.77
1,78947,492,4,0.33,0,2,0.5
1,24306,503,2,0.41,0,3,0.43
4,69367,493,4,0.42,0,1,0.63
4,32299,509,2,0.67,1,3,0.93
5,48086,501,4,0.72,0,4,0.77
4,75449,501,3,0.46,0,5,0.83
4,38392,509,4,0.38,1,4,0.96
1,74413,490,4,0.48,0,1,0.53
4,76908,492,4,0.42,0,1,0.63
3,49539,485,4,0.29,0,5,0.93
3,56249,494,4,0.57,1,2,0.76
4,48156,481,4,0.8,1,3,0.92
1,59276,501,4,0.29,1,3,0.62
2,61089,503,4,0.72,0,2,0.44
4,64013,491,2,0.76,1,1,0.81
5,42195,505,4,0.43,1,2,0.99
3,70898,483,2,0.35,0,1,0.69
4,45002,487,3,0.58,0,5,0.75
4,33458,492,4,0.79,1,1,0.74
1,42848,505,4,0.31,0,5,0.38
5,57467,482,2,0.55,1,5,1.0
1,41969,497,3,0.73,0,5,0.41
2,66772,491,3,0.47,1,5,0.97
2,63057,506,2,0.54,1,2,0.69
1,32790,492,2,0.65,1,5,0.66
1,53116,489,3,0.38,1,1,0.74
5,29716,490,3,0.45,0,2,0.88
3,74698,488,4,0.43,0,5,0.85
3,56033,502,2,0.75,0,1,0.6
1,74614,486,2,0.48,1,5,0.88
2,57668,488,3,0.43,0,4,0.73
2,71502,496,2,0.55,1,5,0.92
2,31604,485,2,0.28,0,5,0.82
3,53463,480,4,0.49,0,5,0.78
4,42585,492,2,0.3,0,2,0.78
2,29228,487,4,0.31,0,3,0.39
1,40232,482,4,0.72,1,1,0.58
2,59631,485,4,0.59,0,5,0.63
1,58587,501,2,0.57,0,4,0.4
4,48787,504,4,0.78,1,4,0.98
4,75516,488,3,0.39,0,2,0.87
1,71324,502,4,0.4,1,4,0.61
3,63818,480,3,0.6,0,1,0.62
4,23126,501,4,0.66,1,1,0.68
2,23985,495,4,0.53,1,3,0.51
3,51857,494,2,0.55,0,3,0.63
3,79652,493,4,0.64,0,3,0.57
1,33128,508,2,0.56,0,1,0.45
2,39195,489,4,0.67,0,2,0.36
1,74180,503,4,0.72,0,4,0.39
3,77391,507,3,0.66,1,3,0.75
3,25945,502,2,0.65,0,4,0.65
1,56869,504,2,0.78,1,4,0.62
1,24077,487,4,0.26,0,3,0.22
3,27225,492,4,0.68,0,2,0.43
3,58785,485,4,0.26,0,2,0.62
3,27171,490,2,0.37,1,3,0.91
1,75693,487,3,0.68,0,1,0.59
4,61471,500,2,0.35,1,3,1.0
5,24267,499,2,0.63,0,1,0.7
5,63447,500,3,0.77,0,4,0.94
5,45508,493,3,0.54,0,4,0.86
2,71790,496,3,0.71,1,1,0.72
2,66994,482,3,0.42,1,1,0.88
5,36228,492,3,0.71,0,2,0.73
5,23664,497,3,0.77,1,1,0.88
3,74762,497,2,0.41,0,3,0.72
3,50212,499,4,0.6,0,3,0.57
1,51106,493,4,0.33,1,3,0.58
3,23249,489,4,0.7,0,1,0.35
4,38560,499,2,0.4,1,2,0.98
4,29238,503,2,0.68,1,3,0.88
5,75209,492,2,0.78,0,1,0.93
4,72121,504,2,0.53,0,3,0.91
2,58513,504,2,0.61,0,3,0.52
2,29612,485,3,0.58,0,4,0.46
5,30497,492,4,0.71,1,2,0.94
2,73039,484,3,0.57,1,2,0.75
4,71869,500,2,0.42,0,2,0.83
1,22404,505,2,0.41,1,2,0.65
3,32915,499,3,0.59,1,2,0.61
3,47494,481,3,0.31,1,2,0.86
2,72355,480,4,0.52,1,1,0.87
5,45899,482,2,0.32,0,3,1.0
5,39610,491,3,0.44,0,4,0.95
2,24409,485,3,0.78,1,4,0.67
4,42786,486,2,0.78,1,5,0.97
1,47231,492,4,0.71,1,5,0.59
2,43959,496,3,0.41,1,2,0.64
1,26581,486,2,0.75,1,2,0.61
2,64701,492,3,0.62,0,5,0.73
4,73312,497,4,0.29,1,1,0.93
5,20389,490,2,0.7,0,3,0.96
4,65227,496,4,0.56,0,5,0.83
2,64477,496,4,0.31,0,3,0.46
1,41730,484,2,0.7,0,4,0.46
1,39227,495,2,0.3,0,5,0.53
4,49837,506,2,0.26,1,2,0.94
4,71039,486,4,0.65,1,1,0.76
4,60037,502,4,0.65,0,2,0.65
3,67230,501,3,0.71,0,1,0.46
4,79753,494,3,0.47,0,2,0.84
5,38745,498,2,0.59,0,3,0.95
3,50157,495,2,0.56,1,2,0.72
2,74428,488,3,0.8,1,2,0.81
2,44596,486,3,0.6,0,5,0.56
4,45636,498,3,0.35,1,2,0.91
2,38519,492,3,0.64,1,4,0.7
5,34088,510,2,0.41,1,2,0.97
3,64397,495,2,0.79,0,1,0.52
2,55813,504,3,0.73,1,3,0.61
2,52699,509,4,0.49,0,5,0.64
3,26015,484,3,0.68,1,4,0.88
5,38748,496,4,0.68,0,2,0.77
3,42933,486,3,0.37,1,3,0.9
5,22308,491,3,0.36,0,4,0.79
4,32965,485,3,0.69,0,1,0.54
3,46271,480,2,0.29,0,4,0.81
5,38146,505,3,0.59,0,2,0.78
5,34166,483,4,0.74,0,2,0.86
2,26386,497,3,0.68,0,3,0.27
5,26468,487,4,0.43,0,5,0.73
5,26020,507,2,0.3,0,5,0.72
3,28932,483,4,0.39,1,4,0.85
1,31422,510,2,0.26,1,1,0.72
1,54065,489,3,0.61,1,3,0.59
4,38595,503,3,0.74,1,3,0.86
5,22378,483,2,0.77,0,2,0.86
5,21078,498,2,0.31,1,3,1.0
2,26455,495,2,0.59,0,3,0.52
4,57259,504,4,0.64,1,1,0.68
4,79075,491,4,0.43,1,4,1.0
2,71101,502,4,0.7,0,2,0.4
2,23429,483,3,0.46,1,2,0.64
4,58103,506,4,0.47,0,5,0.82
5,30048,509,4,0.57,0,3,0.86
3,28462,485,3,0.41,0,1,0.46
5,34941,501,3,0.66,1,5,0.98
1,40041,481,4,0.35,1,3,0.59
3,47965,491,4,0.31,1,3,0.8
2,61581,507,2,0.37,0,3,0.55
2,59003,502,4,0.53,0,4,0.55
3,33730,483,3,0.8,1,3,0.75
4,59256,503,2,0.49,0,1,0.78
5,44519,490,3,0.69,1,2,1.0
3,56678,496,3,0.46,1,1,0.7
2,53977,500,2,0.33,1,1,0.82
5,53655,480,4,0.55,0,5,0.82
3,46319,484,2,0.25,1,2,0.83
4,61019,495,4,0.36,1,2,0.92
3,60160,501,3,0.3,0,5,0.79
2,77084,499,2,0.38,0,2,0.65
4,48923,489,4,0.62,0,3,0.82
1,56819,486,4,0.73,0,4,0.34
2,53861,495,2,0.72,1,4,0.75
2,68537,482,2,0.34,0,3,0.64
4,51783,487,3,0.38,0,1,0.75
3,67652,509,3,0.57,1,3,0.74
2,43524,502,3,0.43,1,3,0.67
4,68300,507,4,0.35,0,5,0.86
1,77308,495,2,0.7,1,5,0.78
2,41590,486,4,0.62,1,1,0.64
1,55327,499,2,0.53,1,3,0.59
5,60011,503,4,0.69,0,2,0.78
1,36847,480,3,0.41,0,3,0.41
3,77706,510,2,0.29,0,3,0.76
5,52243,485,2,0.47,1,4,1.0
4,28213,495,2,0.72,1,4,0.97
3,27996,502,4,0.27,1,3,0.72
2,70322,496,4,0.32,1,1,0.85
1,70439,510,3,0.48,0,1,0.55
2,34212,493,2,0.59,0,1,0.53
3,24089,488,2,0.74,0,5,0.78
1,29504,491,4,0.39,0,2,0.39
5,22094,494,3,0.64,0,4,0.79
2,68844,486,3,0.26,1,2,0.77
2,63488,493,4,0.35,0,4,0.6
2,20791,482,2,0.4,0,4,0.54
1,41122,501,2,0.34,0,3,0.38
3,50814,492,4,0.38,0,3,0.6
2,25622,496,4,0.31,0,2,0.35
2,34299,506,3,0.63,0,1,0.41
5,60907,482,2,0.73,0,1,0.89
4,27496,493,4,0.52,0,4,0.85
5,58709,483,4,0.35,0,5,0.87
3,37254,486,3,0.77,0,5,0.8
1,66640,486,2,0.48,1,5,0.73
4,26499,501,2,0.65,0,4,0.75
4,39688,505,3,0.41,1,2,0.82
1,28900,496,3,0.63,1,3,0.39
3,22121,487,4,0.45,1,5,0.89
2,49596,499,2,0.41,1,2,0.75
2,34008,503,3,0.29,0,2,0.5
1,59394,489,3,0.78,0,5,0.42
1,75498,509,4,0.62,0,2,0.41
2,57487,488,3,0.76,0,4,0.53
5,54106,508,3,0.65,0,5,0.76
2,27239,494,3,0.65,0,1,0.39
4,62891,487,4,0.28,0,3,0.89
5,51090,506,4,0.35,1,5,0.95
3,77672,509,2,0.28,0,5,0.92
1,44044,491,3,0.56,1,3,0.57
3,58465,492,2,0.59,1,2,0.85
2,34234,490,3,0.5,1,1,0.74
3,35898,485,2,0.32,0,3,0.71
1,38302,483,3,0.67,1,2,0.66
2,39167,509,2,0.5,1,4,0.7
2,66803,489,2,0.44,1,2,0.82
3,49469,487,2,0.65,1,4,0.93
2,25140,495,3,0.27,1,3,0.66
2,54107,507,4,0.27,0,5,0.71
1,36432,506,2,0.7,0,5,0.37
4,53761,510,2,0.46,1,2,0.93
4,30102,483,3,0.33,1,1,0.88
1,71010,489,3,0.49,0,3,0.41
5,57397,494,3,0.39,1,1,1.0
1,78046,501,4,0.45,0,3,0.38
3,59229,499,4,0.59,1,2,0.69
1,62950,482,4,0.77,1,3,0.61
3,34981,487,2,0.54,1,1,0.69
2,66238,498,2,0.29,0,2,0.6
5,69568,480,4,0.72,0,5,0.91
2,35711,490,2,0.56,1,3,0.61
3,65952,505,3,0.52,0,2,0.53
1,73696,492,2,0.46,0,2,0.56
3,68914,493,2,0.66,0,2,0.61
3,54116,507,4,0.42,0,3,0.67
4,26798,498,4,0.41,0,4,0.81
3,74488,493,4,0.65,1,3,0.84
4,60939,480,4,0.37,0,4,0.97
1,52232,497,4,0.79,1,2,0.56
5,33343,505,3,0.41,0,4,0.96
3,30829,509,2,0.79,0,3,0.45
3,22407,501,2,0.38,1,1,0.68
1,28612,486,2,0.57,1,1,0.69
2,64576,495,2,0.26,1,4,0.98
1,70619,498,4,0.68,0,4,0.36
3,35412,485,2,0.48,1,4,0.94
5,54335,482,4,0.72,0,3,0.88
1,34719,496,2,0.69,0,4,0.28
2,45081,494,3,0.68,1,1,0.67
5,43427,492,4,0.54,0,4,0.79
1,40677,502,2,0.37,1,2,0.66
2,32914,485,4,0.29,1,5,0.86
2,72708,495,4,0.72,1,4,0.76
3,28648,492,3,0.76,1,2,0.68
5,68485,497,4,0.58,1,3,1.0
4,34973,502,2,0.25,0,4,0.96
4,68996,480,2,0.71,0,3,0.98
5,39257,505,4,0.64,0,1,0.65
4,48565,485,3,0.3,1,4,1.0
4,56228,480,2,0.41,0,2,0.87
3,78248,495,2,0.76,0,4,0.83
4,72504,480,3,0.78,1,1,0.87
4,72697,506,3,0.45,0,3,0.91
3,28633,480,2,0.54,0,1,0.53
1,22580,482,4,0.74,0,4,0.27
5,39209,481,3,0.35,0,1,0.81
3,54375,501,3,0.49,1,5,1.0
4,33501,490,3,0.28,1,1,0.81
4,45302,487,3,0.59,0,5,0.84
3,57399,496,2,0.56,0,3,0.74
4,36942,489,3,0.36,0,4,0.9
5,32187,481,3,0.37,0,4,0.96
2,25320,510,2,0.31,0,3,0.35
1,60699,508,3,0.3,0,5,0.53
3,79673,481,3,0.68,1,4,1.0
5,35690,488,3,0.74,1,1,0.95
1,75333,502,2,0.28,1,4,0.76
3,47113,499,3,0.5,1,1,0.65
5,55563,497,3,0.3,0,2,0.9
3,47556,507,2,0.75,1,5,0.91
3,70229,495,2,0.69,0,5,0.85
1,31827,500,4,0.46,1,5,0.56
5,38437,505,4,0.72,1,4,0.96
5,38936,483,3,0.27,0,2,0.85
1,49940,490,4,0.51,0,5,0.36
1,20996,490,3,0.53,0,2,0.27
5,27498,491,2,0.52,1,4,1.0
4,51892,486,2,0.73,0,2,0.77
3,46124,490,4,0.3,1,2,0.72
5,43838,487,2,0.6,1,5,0.99
4,34024,488,3,0.55,1,1,0.88
1,77698,506,2,0.47,1,3,0.77
5,50474,485,4,0.31,1,1,0.94
4,35710,486,4,0.25,0,1,0.54
2,33427,494,3,0.44,0,3,0.42
3,50801,483,3,0.52,1,3,0.91
2,32252,481,3,0.51,1,4,0.77
3,54582,493,3,0.77,0,4,0.68
1,71824,504,3,0.67,1,4,0.62
3,51709,492,3,0.74,1,3,0.82
4,60603,483,3,0.45,1,3,1.0
1,46346,485,2,0.45,0,3,0.47
1,63836,490,4,0.63,0,3,0.34
3,64801,486,4,0.73,1,4,0.86
4,20670,506,4,0.26,1,3,0.88
2,28448,501,4,0.48,1,5,0.73
1,38596,488,3,0.71,0,1,0.35
1,20649,508,4,0.57,0,2,0.27
3,21262,492,2,0.47,1,3,0.82
3,43426,502,2,0.66,1,3,0.75
3,21342,492,4,0.5,1,1,0.57
2,38425,502,4,0.56,1,1,0.65
2,76714,487,4,0.45,0,3,0.55
3,26833,508,2,0.73,0,4,0.55
1,78907,482,4,0.43,1,2,0.66
3,78985,487,4,0.28,1,3,0.99
4,32671,487,3,0.75,1,2,0.84
1,52096,506,4,0.55,0,5,0.38
1,40350,497,3,0.77,0,1,0.34
1,69682,492,2,0.3,0,3,0.51
1,36344,482,2,0.48,0,3,0.39
4,32951,502,3,0.72,0,3,0.67
2,45920,508,3,0.54,0,5,0.51
3,35616,509,2,0.26,1,1,0.82
4,44952,495,4,0.74,1,5,0.97
2,64807,486,2,0.43,1,1,0.85
5,29599,496,3,0.49,0,2,0.84
2,21906,509,4,0.26,0,1,0.31
5,39628,508,2,0.75,0,1,0.83
4,48744,500,3,0.73,0,1,0.58
3,48865,482,3,0.52,1,3,0.86
4,57689,488,3,0.75,1,3,1.0
1,40924,484,2,0.46,1,3,0.63
2,22036,489,4,0.46,0,5,0.62
4,69466,491,2,0.66,0,5,0.98
1,26064,507,2,0.57,1,5,0.59
4,20761,496,2,0.74,0,2,0.62
5,28404,486,4,0.38,1,4,0.97
5,20561,490,3,0.67,1,3,1.0
1,22273,488,4,0.36,1,2,0.64
1,48082,506,4,0.31,0,4,0.22
4,20940,494,3,0.59,1,1,0.75
3,63765,495,2,0.46,0,4,0.8
3,68781,508,4,0.53,0,4,0.82
5,49177,498,4,0.47,1,1,0.99
4,48379,484,2,0.59,1,1,0.88
1,53106,495,4,0.78,1,1,0.61
5,30076,501,3,0.77,1,4,1.0
2,30964,502,2,0.35,0,4,0.56
3,76949,480,2,0.68,1,4,1.0
4,39165,485,4,0.51,1,3,0.96
2,62576,502,4,0.37,0,1,0.44
2,76638,480,2,0.77,0,3,0.67
1,29564,500,3,0.72,1,5,0.52
3,65703,487,3,0.68,1,1,0.76
1,77400,480,2,0.42,0,1,0.69
1,26564,486,2,0.39,1,4,0.6
3,45110,502,2,0.79,1,5,0.99
2,76174,505,2,0.73,1,2,0.7
2,67708,504,2,0.41,0,4,0.68
5,62765,507,2,0.43,0,4,0.95
2,37210,503,3,0.33,0,3,0.41
5,70990,498,4,0.68,1,1,0.91
2,31834,508,3,0.48,0,5,0.45
2,32682,492,4,0.55,0,4,0.48
1,60306,481,3,0.77,1,1,0.71
1,71822,497,2,0.68,0,2,0.42
2,35534,505,2,0.38,1,3,0.65
5,30864,497,4,0.33,0,3,0.81
1,25642,504,3,0.62,0,1,0.4
4,73504,510,3,0.53,0,3,0.8
3,61236,486,2,0.78,1,4,0.99
1,78430,480,2,0.45,1,1,0.81
4,50392,495,4,0.8,0,4,0.78
3,68941,510,3,0.32,1,1,0.85
4,73219,505,2,0.7,0,3,0.87
2,47308,493,2,0.59,0,3,0.47
4,52745,503,3,0.57,0,1,0.58
3,57334,506,2,0.75,0,2,0.6
1,57090,487,4,0.25,0,5,0.52
1,71955,510,3,0.74,1,4,0.54
5,72003,483,4,0.25,0,1,0.97
1,77093,488,2,0.79,0,3,0.51
3,61812,500,4,0.74,0,3,0.55
3,48865,489,4,0.67,1,3,0.73
1,42357,510,2,0.52,1,1,0.65
2,64002,498,4,0.66,1,3,0.62
3,45647,506,2,0.64,1,5,0.99
1,29291,482,2,0.63,1,4,0.54
5,56791,504,2,0.62,0,4,0.93
4,31715,484,4,0.78,0,4,0.71
2,47176,508,3,0.78,0,2,0.35
3,26570,493,3,0.51,0,1,0.43
1,52808,497,2,0.42,1,2,0.76
3,53536,497,3,0.62,0,5,0.81
2,21842,483,4,0.49,1,3,0.56
2,23841,488,3,0.53,0,1,0.5
2,50018,484,4,0.25,1,5,0.92
4,37585,509,2,0.66,1,3,0.89
2,29441,503,4,0.39,0,3,0.38
1,45379,487,2,0.67,0,2,0.51
1,26357,480,3,0.27,0,2,0.52
3,77830,496,2,0.7,0,2,0.69
2,70206,497,3,0.62,0,4,0.69
4,78936,497,4,0.48,1,2,1.0
2,21886,485,4,0.26,0,3,0.39
1,43794,490,2,0.79,1,2,0.67
1,33031,508,4,0.38,0,5,0.38
2,53837,490,2,0.32,1,5,0.93
2,43946,498,2,0.53,1,4,0.82
3,48768,509,3,0.79,0,5,0.66
5,74361,509,2,0.41,0,2,0.98
4,71334,490,2,0.28,0,2,0.87
2,39659,498,4,0.33,0,1,0.5
1,59193,503,2,0.62,0,1,0.6
5,27061,484,2,0.42,0,5,0.82
2,31863,504,2,0.76,0,1,0.39
4,23004,485,4,0.58,0,4,0.74
1,28765,499,2,0.39,1,2,0.68
2,25272,495,4,0.6,1,5,0.77
2,65805,493,3,0.6,1,3,0.69
2,47445,490,3,0.42,1,1,0.74
2,56626,491,4,0.74,0,3,0.39
4,33310,495,4,0.41,0,3,0.67
1,34161,482,3,0.4,0,3,0.38
5,39734,480,3,0.53,0,3,0.9
1,59665,483,2,0.62,1,3,0.63
3,63338,502,2,0.73,1,5,0.95
3,53953,495,4,0.66,1,5,0.87
4,28518,485,3,0.58,1,3,0.91
2,63787,508,3,0.38,0,1,0.6
3,76953,505,2,0.32,0,3,0.8
3,43260,483,3,0.6,0,4,0.71
1,20521,484,2,0.46,0,4,0.41
1,60520,480,2,0.55,0,3,0.61
3,75246,481,3,0.58,0,3,0.62
3,57314,480,3,0.41,1,3,0.95
2,65540,495,4,0.65,1,2,0.59
5,74048,481,4,0.62,1,4,1.0
3,31221,489,4,0.38,1,3,0.75
5,67639,480,4,0.79,1,1,1.0
2,28891,491,4,0.33,1,5,0.79
1,30680,509,2,0.41,0,1,0.45
3,71220,488,4,0.48,0,2,0.56
5,56478,507,3,0.68,0,3,0.91
4,35904,488,4,0.58,0,2,0.6
2,51368,501,3,0.66,0,4,0.41
5,45158,507,2,0.62,0,4,0.95
3,31060,488,3,0.31,0,1,0.49
3,37124,505,3,0.76,0,1,0.52
1,22340,494,2,0.43,0,5,0.44
5,22985,509,3,0.37,1,4,0.99
2,32280,495,3,0.76,0,1,0.32
2,51390,507,2,0.55,1,4,0.8
2,47190,484,2,0.32,0,4,0.64
5,53238,489,3,0.42,1,4,1.0
3,50170,486,4,0.49,0,1,0.49
3,76611,491,2,0.6,1,3,0.96
4,70316,507,4,0.72,0,4,0.9
4,25457,492,4,0.27,0,4,0.81
1,76358,480,3,0.39,1,4,0.78
3,55892,495,2,0.54,1,3,0.79
1,72124,501,4,0.78,1,3,0.5
2,75442,504,3,0.68,0,4,0.6
1,75641,480,3,0.69,0,5,0.6
5,42642,507,4,0.56,1,1,0.83
1,24089,481,3,0.57,0,2,0.4
4,23480,498,4,0.39,0,1,0.49
4,62983,508,2,0.73,1,1,0.81
4,39345,487,4,0.57,0,4,0.84
1,65750,491,4,0.62,1,5,0.64
3,38646,501,3,0.76,0,1,0.4
3,79600,483,2,0.43,0,2,0.8
1,65893,493,2,0.69,0,1,0.62
3,25745,487,3,0.69,0,3,0.52
1,43518,487,3,0.78,0,3,0.29
1,24319,487,2,0.26,1,3,0.54
1,69427,483,4,0.51,0,1,0.65
1,25875,480,2,0.35,0,5,0.53
1,60311,498,3,0.53,1,3,0.65
3,71847,506,4,0.71,0,4,0.75
1,31254,505,4,0.58,0,5,0.33
3,33932,498,2,0.45,0,2,0.53
5,50858,508,2,0.57,0,4,0.93
4,25278,487,2,0.64,0,3,0.81
5,36728,498,3,0.65,0,3,0.85
2,32097,502,2,0.71,0,4,0.41
1,69025,482,2,0.75,0,4,0.52
3,22089,492,4,0.57,0,3,0.48
1,54508,498,3,0.48,1,5,0.7
2,66142,498,3,0.36,1,1,0.86
3,35095,505,4,0.32,0,1,0.52
3,61597,482,2,0.35,0,2,0.73
3,66536,509,3,0.39,0,4,0.68
1,61711,497,4,0.38,1,4,0.55
5,72733,507,2,0.64,0,2,1.0
2,51039,503,4,0.35,1,3,0.63
2,24431,489,3,0.36,0,5,0.61
5,47068,482,3,0.51,1,2,1.0
1,77945,493,2,0.46,0,3,0.54
5,59524,509,2,0.33,0,2,0.91
5,36571,510,4,0.64,1,4,0.98
5,22765,483,3,0.42,0,5,0.82
5,23042,496,3,0.59,0,2,0.77
1,75154,480,2,0.34,0,1,0.62
4,73238,490,2,0.63,1,1,0.97
1,71455,489,2,0.78,1,2,0.73
4,42871,505,3,0.7,0,4,0.83
2,34809,510,3,0.37,0,1,0.45
2,71029,486,3,0.65,1,3,0.69
5,44249,481,2,0.48,0,2,0.95
3,76273,503,2,0.39,0,2,0.65
4,43342,507,3,0.47,1,1,0.69
2,41285,484,4,0.28,1,5,0.95
2,74744,486,2,0.76,0,3,0.58
2,75748,485,4,0.77,1,2,0.65
2,63740,503,3,0.58,1,1,0.69
2,63955,501,3,0.62,1,4,0.72
1,36762,494,3,0.77,0,1,0.37
3,60005,487,4,0.55,0,5,0.78
1,38494,502,4,0.56,0,4,0.27
1,74485,493,2,0.25,0,2,0.66
3,25340,481,4,0.44,0,1,0.49
5,25235,510,2,0.47,0,4,0.82
4,79671,485,4,0.35,0,5,0.97
2,74075,508,4,0.39,1,5,0.9
1,79467,481,2,0.5,0,5,0.66
5,25136,486,4,0.75,0,1,0.65
3,65128,498,4,0.51,1,4,0.93
5,63467,505,2,0.61,1,1,1.0
4,23866,497,4,0.45,1,1,0.6
1,64159,494,3,0.26,0,3,0.51
2,57445,484,4,0.35,0,4,0.63
2,77820,481,2,0.79,0,1,0.72
2,44731,503,2,0.68,1,4,0.72
4,76986,481,2,0.69,0,2,0.85
5,45503,501,4,0.52,0,4,0.89
5,74791,489,4,0.75,1,1,0.9
2,33332,485,3,0.64,0,1,0.46
2,30235,497,3,0.76,0,2,0.26
4,65811,481,4,0.74,0,4,0.91
5,57248,492,4,0.52,0,4,0.88
1,20093,503,2,0.46,1,1,0.7
4,30939,480,3,0.3,0,2,0.8
4,69777,491,4,0.42,0,2,0.64
4,33954,498,2,0.71,0,4,0.73
2,57401,490,2,0.56,1,1,0.85
3,44790,487,3,0.37,1,2,0.79
2,65987,490,2,0.62,1,3,0.85
2,71694,503,4,0.66,0,1,0.52
4,36215,502,2,0.47,0,3,0.78
4,64935,494,3,0.37,1,1,0.97
4,23457,504,2,0.55,0,1,0.63
2,45219,485,3,0.68,1,5,0.82
3,51391,507,2,0.6,1,2,0.61
2,69014,491,3,0.66,0,5,0.74
1,49545,485,2,0.58,1,2,0.75
3,65762,497,4,0.4,1,5,0.98
5,31551,482,4,0.49,0,4,0.86
1,63581,508,4,0.26,0,1,0.54
5,31893,498,4,0.56,1,4,0.91
2,52881,493,2,0.74,1,2,0.77
1,33523,508,4,0.35,0,2,0.26
1,36356,491,2,0.27,0,2,0.53
3,72562,481,4,0.55,1,1,0.79
2,52714,498,4,0.45,1,4,0.79
4,76869,480,4,0.45,0,1,0.76
2,46398,502,2,0.35,0,2,0.5
5,60557,503,2,0.59,0,1,0.88
1,52921,489,4,0.73,1,1,0.66
2,42025,510,4,0.57,0,3,0.22
1,45177,481,4,0.7,1,3,0.47
1,27924,504,2,0.61,0,2,0.37
3,71420,498,3,0.37,0,3,0.65
5,23734,487,3,0.26,0,1,0.82
4,36830,493,2,0.34,1,4,1.0
3,40319,504,4,0.54,1,5,0.84
2,29556,486,4,0.77,0,5,0.53
4,33790,488,2,0.39,0,3,0.87
2,66610,500,2,0.34,1,3,0.81
2,74222,507,2,0.58,1,4,0.8
1,29291,506,4,0.37,0,4,0.24
1,61361,481,2,0.79,1,4,0.66
2,27404,492,2,0.69,0,4,0.57
1,56646,510,3,0.6,0,2,0.43
3,49248,508,4,0.29,0,3,0.54
2,74223,487,4,0.56,0,1,0.57
